32,connect devices to switch on th floor,thursday october pm connect devices switch floor hello please log connecting ports comes thank great engineer ext october re connect devices switch floor hi these ports floor thank october re connect devices switch floor hi about connecting assets dedicated switch because these devices cannot connected directly switch connect other users please write best regards senior engineer thursday october re connect devices switch floor hi thanks lot helping kindly ask also allow user his also user requested his allowed status also please verify user has thank phone wrote hi yesterday according moved switch floor floor today help connect devices specified switch floor best regards senior engineer
4,license capacity,wednesday march pm license dear please kindly assign thanks analyst wednesday march pm license hi guys please run script ad active users per location active ad perspective thanks
32,charger,october pm charger hi borrowed charger couple told had let dropping back leave today thanks
87,new starter for,wednesday re hi sorry short notice more starter she backfill needs asap form attached kind regards
56,service now bugs and requests,wednesday bugs requests hello please ask requested item details automatically populate itself currently retype after also noticed bugs where assignee owner changed note reflect change kind regards specialist
68,can not log the time oracle,sent tuesday re can log hi again please find attached picture error appears when try log regards sent tuesday can log hi please could you provide access regards intern
68,new project code ruths oracle fusion,february pm setup has assigned hello please creation thank regards analyst friday february pm setup has assigned hello please thanks regards analyst friday february pm re setup has assigned please attached let looks thanks coordinator date friday february re setup has assigned client name name form friday february pm re setup has assigned hi confused per requesting setup form attached setup form numerous well please let form regards coordinator date friday february re setup has assigned hello thank please touch offer setup form agreed information help create shortest terms questions please feel free regards friday february pm re setup has assigned has client referring name saying opportunity needs created question because charging client cost site cost thanks wrote hello please informed closed information created kindly ask available questions please let regards thursday february pm setup has assigned hello please informed cannot cannot find equine science center please let created thank regards analyst date tuesday february re setup has assigned hi entered help provide detail how proceeding engagement since collecting monies directly charged thanks coordinator date tuesday february re setup has assigned hi please commercial code cannot find client equine science center kind regards tuesday february pm setup has assigned hello everyone please advise template seems please please provide values missed information utilization category template without cannot setup thank regards analyst february pm setup has assigned hello please advised record number has assigned please review details take appropriate action reference number details null choose template applicable setup please provide short description setup details please attach completed setup form link forms policies forms policies procedures add requested location location please link kind regards ref msg
36,outlook groups please remove me,groups please hi please membership owners thank officer
32,assets undetermined,december pm assets undetermined hello review assets update probably were disposal undetermined senior consultant
40,primary approver,july pm primary approver hi please change approver vacation requests please indicate exact codes involved thank officer blvd floor
40,new starter,pm hi please help thank regards
51,request for new sections,wednesday november pm sections hi please log thank engineer tuesday november pm sections hi colombia interested definition done acceptance criteria sections tickets relation steps definition done administrator permissions permissions possible add sections steps follow thanks help regards senior developer
67,change of line manager for,change hi changing please let other thanks
73,card de,october pm re card si october pm card card card information confidential
68,expense report approval,requested flow expense report redirected her wednesday pm expense report face expense report care la software developer st
16,establishing video call with external sip device from conf device work incident,establishing video call with external sip device conf device work incident hi we would like connect our conference with client be more precision would like have ability make video call sip device audio have added sip address contact list display name status for their conf room available busy but when try call client conf getting failed error hear ringing tone other side our client using conf added sip address belgrade conf device could call video call established we can hear each other we can their video but side we sending any video confirmed view but packet sent was confirmed diagnostic call statistic device how fix problem with transmitting video big problem for need incident if possible please advise belgrade
10,issue,sent monday december error hi searched open opportunities get opportunities fact tied executed contracts could you please investigate establish what happened here please regards director
65,issue,issue hi trying use open laptop get far have tried domain credentials such but still connect have attached log file for you could you please have look thanks kind regards senior server infrastructure engineer infrastructure managed mob
73,activate visitor cards,thursday february pm visitor cards hello kindly activate visitor card thank
54,quote,wednesday pm quote dear looked key inside cannot find final user probably related did purchase maybe please search inside records thank administrator phone pm quote hello quote renewal id order several options purchase order po form letterhead software orders fax toll free call ext friday pm card orders please tax id vat number ready order locate reseller area please let questions further assistance kind regards inside specialist ext interested product help today hi received about upgrade option related reference agreement number please update initial po inquiry purchased licenses past how proceed thanks phone wednesday pm re quote hello unfortunately find related years had about requests user proceeded also looked requests saw lot licenses requests processed by looked years unfortunately find key number history investigate more thanks analyst
4,new ad users creation,ad users creation dear colleague addition please create other ad user passwords these users attached file also add these users groups users production users thank engineer
65,access to the client site to site and,sent friday march re access client site site hi en regards senior tester sent friday march access client site site hi could you please provide with your number there should be sticker your laptop desktop with code starting with en kind regards analyst ext hub sent friday march re access client site site hello still have access resources what understood colleagues should be something like currently format regards senior tester sent thursday march access client site site hello please be advised you have granted access resources via site site for configured within take up minutes for change take effect kind regards analyst ext hub sent thursday march re access client site site hello would be regards senior tester sent thursday march access client site site hello could you please provide with name colleague already access resources we his her access rights kind regards analyst ext hub sent thursday february request assigned hello please be advised record number assigned please review details take appropriate action reference number details requested for contact address location generic location line manager summary request starter access client site site additional comments or requirements please access client site site we have configured between location access request please click following link kind regards ref msg
67,all absence report absence requests for,wednesday report absence report good morning requested holiday these two entries displayed report absence report please advise thank
51,board,tuesday july pm board hi board proof concept doing code billing towards please advise more board please assist next steps thanks best regards coordinator north
53,not receiving from library,sent monday march mails library dear requested few months ago become library when someone request book was but when someone request receive any mails can you please what issue how can we solve thank you regards manager
40,new starter,hello please find attached completed please help date thank administration officer
41,second monitor for work relocation from tower to,friday october pm second monitor work relocation tower dear please provide second monitor due relocation tower rd floor second monitor needed virtual regards senior tester
66,project code incorrect approver,sent friday july code hi raised using above code incorrectly went line manager approve for code please amend kind regards administrator
51,access,thursday march re confluence hi appears cannot thanks wednesday march pm re confluence hello please note change confluence change these synchronized each other please advise issues logging confluence kind regards analyst ext hub wednesday march pm confluence senior developer
48,growth check,friday october hardware october forecast req dear please order double growth per each location thank lead friday october re hardware october forecast req please growth double checked considering delays these days available providing confirmed re short sticks let buy available models regards october re hardware october forecast req hi guys while ago has discussion initiated by related remaining pc purchase these machines past forecast usual price pc se se face va va purchase these other locations show lot growth accurate also solution please attached thank administrator phone thursday october pm re hardware october forecast req hi suppliers deliver working days order date order placed estimate pushes faster times please shipping quite lot public holidays said every supplier affected by over left options least view thank administrator phone thursday october pm re hardware october forecast req importance high correction thursday october pm re hardware october forecast req importance high hi please remind expecting per po per update receive later than which next saturday order fulfill requests borrowed speak hardware expecting tuesday st thanks engineer thursday october pm re hardware october forecast req part lead days order placed feedback informed right part scheduled arrival order placed did create forecast idea thank administrator phone thursday october hardware october forecast req va la po si engineer
73,monthly access control audit for access to,thursday december control hello guys further attached seen members included please make site thanks kind regards leader
73,,hello kindly activate visitor cards cards checked work visitor visitor visitor visitor visitor visitor visitor thank
56,service now incident released from hold out of hours,sent wednesday incident released hold out hours held released hold hello dear please investigate incident was released hold out hours regards applications discipline lead sent tuesday held released hold priority moderate summary issues assignment assignee owner ref msg
73,please close access to secure area,december please close secure area hi please close secure area thanks officer
100,windows upgrade failed,upgrade failed hi upgrade failed pc was restarted but ow software centre work can restart upgrade regards senior infrastructure consultant infrastructure upcoming holiday th
67,oracle time sheet issue,sheet issue hello there having small issue with sheet entered by mistake null sheet code such only hours tried deleting entries but allowed delete them only for monday tuesday wednesday delete button displayed for thursday friday entries attached with problem because those two extra entries cannot submit sheet because appears be error also tried delete whole sheet for week but possible either delete button deactivated you have any ideas how can manage delete those two entries thank you tester
52,slow access,sent wednesday slow access hi we re unusually slow speeds today again accessing sites we use for daily tasks etc could please look into there have number similar incidents over last couple weeks low quality thank you consultant
32,monitor and keyboard,friday november monitor keyboard importance high hello moved asap monitor keyboard rd floor casa thank
56,progress,progress hi please log assign thank administrator friday november hi please assist closing implemented change cannot close kind regards technical consultant ext zone
4,new members cleanup ad,members cleanup hello dear please find attached updated members members column please perform tasks order cleanup sync active directory please include persons inside ad cells please create ad include persons inside ad cells best regards lead
27,provide access to confluence pages from personal space,tuesday provide confluence pages personal hi created confluence pages release sprint please specify how give colleagues these pages moment receive found error thanks software developer
51,unable to log and confluence,sent tuesday confluence pot confluence respective side or password tine senior engineer mob en your zone
48,user,re purchase po has assigned hi guys please import user allocate best regards engineer ext
40,new starter,tuesday december pm re starter form hi please attached comment related title specialist officer thanks tuesday december starter form hi please fill manger part return form thanks officer
32,rebuild en,tuesday july pm rebuild dear please log tickets rebuilding assets mentioned subject assign thanks kind regards engineer
68,time approval oracle,july pm dear understand approvals received required seems pending attached advise doing wrong thanks regards leader
63,reset password for,hello please has expired sync please note thank best regards user acceptance test tem recording
32,new laptop request,pm hi make purchase please advise model lei fill purchase thank kind regards senior developer
63,re chrome certificate error ca not safe,re chrome certificate error ca safe ca print screen chrome sa sent monday chrome certificate error ca safe ca safe intr final chrome la certificate
36,social add to,thursday march re social hi misspelled name colleague thanks wednesday march pm social hi colleague paint he also added social mailing thank
56,remove duplicate automated task raised for ops,friday february duplicate automated task raised hello please tasks wit summary restart removed colleagues reported two raised same task lead
40,leave approver,thursday november pm re leave approver hi fine thank thursday november pm re leave approver hi fine give example person having right flow replicate has assigned has his approver beside also removed code left leave approver fine hi please log thank please let further assistance needed kind regards analyst re leave approver hi how code profile ex his approver well thursday november pm re leave approver hi please provide code assigned order his leave approver thank kind regards analyst leave approver hello please leave approver replace her thank
51,project for am graduates,july pm graduates hi please create graduates same next years well graduates come graduates please share best regards senior engineer
36,add a new team member to com mail list,tuesday assign him dear please add member him etc more details doc forms configuration plan view ribbon also make added confluence additional questions please hesitate thanks
40,name change florin to,starter hi guys please colleague called him thank understanding administration officer
100,windows upgrade error,re upgrade hi upgrade failed with following error ll leave computer plugged incase someone can help remotely regards sent tuesday october upgrade hello if you already upgraded your os please ignore also if you member teams please apply upgrade yet thank you you receiving because we approaching scheduled for forced upgrade assets migrated yet before performing upgrade your please document found here carefully attention screen below please contact or should you require any further assistance best regards ext
41,access to the network from new laptop,thursday november hi please give again got therefore too please keep mind old needs till finalize setup developer related resources within well via confluence testing testing please assign thank consultant
36,unable to access,unable access web browser however can mobile phone
88,sonar access dashboard,thursday october pm sonar hi link sp sonar dashboard index did looks best regards engineer
36,editing right for events,editing right events dear colleagues please give editing rights events calendar thank specialist
39,please provide me access to git com,wednesday november please provide git hello please provide git kind regards senior developer
40,holiday approvals,thursday december pm holiday approvals hello please appoint myself instead holiday approvals members please let requests stop coming more believe has raised somehow requests going thanks lot
36,update work location exchange,wednesday pm re update work location hello please advised work location changed well kind regards re update work location hi made update thank wednesday pm update work location hi kindly ask update work location tower working he has returned starting kind regards senior
32,borrowed external,borrowed hello please assign he borrowed which he return thank engineer ext
68,oracle duplicate name,friday december duplicate name dear noticed employees duplicate noticed while going over reports two accounts please delete record note leave without position marked regards head ext
67,oracle fusion adjustments for bod development am,sent fusion adjustments for bod dear apparently original import into was done incorrectly for most below could you please perform changes per table below for line career disciplines bod note responsible for where there blank please treat change required current line manager correct line manager current career correct career thanks head
40,access to the section required for setting the employee flows,friday november pm flows unassigned hello section required setting flows discipline unauthorized denied due invalid credentials permission view directory credentials supplied thank friday november pm flows unassigned
95,internal scans results data centre address,sent wednesday october scans results data centre hello please log one incident for every except following addresses attached spreadsheet thank you best regards senior engineer en sent wednesday october scans results data centre hello discussed ll assign ticket also your queue best regards engineer managed en please consider environment you really need print sent monday october scans results data centre hello please find above your queue thank you analyst ext hub sent friday october scans results data centre hello please find above your queue thank you analyst ext hub sent friday october scans results data centre hi can you please raise tickets relevant teams guess investigate hopefully fix vulnerabilities identified assets attached results vulnerability scans performed there recently appreciate some apache maybe other product reported vulnerabilities might be false positives due old version being reports for editions into later patches have back ported kind regards information compliance officer extension or
32,po hardware allocation,thursday november pm po hello teams adaptor apple thunderbolt la gigabit were requested by please log allocation please perform receipt important thank administrator
67,direct reports missing time,please action reports please note both left thanks november please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days
4,remove me,thursday july pm removed thanks
32,issue,sent wednesday october re notification upgrade hi upgrade working for says failed
32,monitor and extension cord,monitor extension cord dear make monitor extension cord tower regards
63,re new starter ad,re starter ad where profile user out today had these thanks senior engineer upcoming days off february phone number please consider environment print
2,account for,requested via ne la pin urgent meeting cam cat audio pot tine va cam la edited care face ca
32,subscription,thursday pm subscription hi guys please assign subscription thank senior developer
40,new starter,pm starter form hello please help by filling out starter form thank ext
32,md local support,please hardware receive regards engineer date friday november pm dear lightning cables regards engineer
70,access,hello forecast editing rights cannot number days employees allocated pm please let additional order forecast thank officer holiday
51,access,thursday july pm hello arranged thank infrastructure
68,new work schedule to be created oracle for employees exceptions,thursday july pm work schedule created employees exceptions hi please best regards analyst thursday july pm work schedule created employees exceptions dear please create working schedule has public holidays scheme type scheme employees different public holiday scheme called combined holiday please assign scheme employees name name please let more details thank
32,help me with mapping the drive on laptop,re write folder thank please help mapping drive kind regards write folder hello please advised folder rights kindly note synchronization process take minutes certain type files within mentioned folder please files restricted rights kind regards analyst ext hub pm hi joined today needs reports circled red he currently unable folders please also provide both write folder thanks controller
64,one drive accounts,drive accounts hi verify drive accounts created please created thanks senior id image
32,printers floor are not responsive,sent wednesday february printers floor responsive dear printers floor responsive black color there lot documents queues please assist regards software tester ext en
40,assignment management system functioning error,sent monday november assignment functioning error importance high hello writing because we experiencing some functioning problems with extended every recorded assignment until therefore shows wrongly previously had assignment currently assignment we cannot real current assignments due error kindly asking you investigate problem let know when error fixed thanks assistant ext
32,reception new delivery,hello received items headset keyboards cables meter cables meters dp adapters adapters adapters patch meter patch meters po po hub po please advise please log thank engineer
71,unable to apply for a job on,question about job dear please message bellow can you help order investigate issues when candidates trying apply using impossible their contact with for their experience be enjoyable one kind regards head sent tuesday october question about job hello trying apply job opening your platform however cannot submit application due some error there another way could apply perhaps address where could send resume thanks
56,tickets service now,sent thursday march tickets hello best person help advise have performed search for request sn filtered was surprised find tickets appearing results these appear be weekly check tickets if automated believe already raised issue was advising seeing check tickets for but concerned there multiple locations appearing these tickets seem have started including tickets appeared list for requests although say etc check location seems be for some oddly appearing when searching for requests customer being can you take look please advise how we can stop happening going forward these tickets appear relevant queue also location correct checks being set generic request resolved closed complete weekly check for bishops gate false generic request resolved closed complete weekly check for false generic request resolved closed complete weekly check for false generic request resolved closed complete weekly check for bishops gate false generic request resolved closed complete weekly check for bishops gate false generic request resolved closed complete weekly check for bishops gate false generic request resolved resolved weekly check for false generic request resolved closed complete weekly check for bishops gate false generic request resolved closed complete weekly check for bishops gate false generic request resolved closed complete weekly check for false generic request resolved closed complete weekly check for false generic request resolved closed complete weekly check for false generic request resolved closed complete weekly check for bishops gate false generic request resolved closed complete weekly check for false generic request resolved closed complete weekly check for bishops gate false generic request resolved resolved weekly check for false generic request active weekly check for bishops gate false generic request resolved closed complete weekly check for false generic request resolved resolved weekly check for false generic request resolved closed complete weekly check for false thanks south east region presence leader en
73,lost access card,sent thursday february ll be late good morning guys please lost access card activate instead card thanks manager sent thursday february ll be late cam tot card decathlon ca va la ie cur la safe care card alb cine cur
32,access and,sent wednesday access unable access these reports via says connection secure sort chief officer
54,,wednesday november pm hi install computer order diagram information guide download install steps thank senior developer
40,new starter,tuesday october pm hello please fill starting november thank
61,kind request steps to move on new the,hello order move content existing site creation site information code name name users which permissions level thank best regards engineer friday december kind steps move hi please help move existing default which currently belongs possible change requested past rename link instead regards
59,failed backup jobs on,sent wednesday february please log incident request assign them hello please create assign incident for regarding failed jobs since th february when server was restarted due updates best regards senior engineer ext your zone
68,po level access for bogota entity,wednesday pm po level entity hi please kind regards wednesday pm po level entity hello please buyers convert entity even approved process requisition convert po thank leader ext st emergency number
96,phone number request,friday pm phone number hello phone number called number assigned extension tester
36,com creation,creation hi please create add thank head testing
67,multiple notifications for same time card period,re action required approval entries for hello please raise ticket for multiple for same card period please assign ticket please set caller case we require more information please raise sr for call we have several cases illustrating same issue apologies for inconvenience we update you we have any progress kind regards sent monday action required approval entries for hi can you please investigate below thanks sent monday re action required approval entries for why did get for period relating you sent monday action required approval entries for access task application or take direct action using links actions approve reject request more info approval entries for details assignee assigned date task number recommended actions entries for approval card details card period status submitted card comments reported type code location task details absences entry totals location details days comments mon wed sat hours hours hours hours hours hours hours cost regular code planning country enter comments about entered by cost regular code planning country enter comments about entered by daily totals calculated type code location task details absences location details days comments entry totals mon wed sat hours hours hours hours hours hours hours cost regular code planning country comments cost regular code planning country comments daily totals related links comments data display history updated by action performed assignee updated assigned assigned assigned assigned assigned assigned assigned assigned assigned assigned
5,temporarily disable and,friday pm re temporarily disable clear yet exactly blocks help best regards wrote hi ask help view few minutes prefer suitable rule found than entire disabled even surprised blocks kind kind regards temporarily disable hello please help disable few minutes order make test application needs connect machine keep getting established aborted by software host machine tried disabling myself custom rules work appreciate since test thank senior developer
46,one editing events,one editing events good afternoon dear trying add events calendar showing adds need your help asap thank you specialist
10,urgent request,wednesday pm urgent importance high hello accidentally submitted fully approved signed please undo insert execution date submit link contract id thanks counsel old broad street
87,for chat room,february chat room hello kindly ask help chat room please find exactly article create manage chat room thanks
32,visual studio professional requires license,visual studio professional requires license hi help please license vs professional thought activated once creating after months says license has expired regards tester
40,update,wednesday november update hi started today update please regards
36,outlook problem,problem hi would like inform you had problem with credentials resolved problem very quickly regards officer en
87,for can we use outside of,july pm hi speak clients working client has messages thanks client
68,oracle unable to log time,october pm unable log hi receive error log october please help regards design lead
40,,sent monday october hello please help with error below when accessing best regards registered under number whose registered old broad street kingdom does provide any clients each subsidiaries separate entity
38,access to assets on,assets hi kindly ask provide folder saved close closing fixed assets kindly ask order forecast depreciation amortization periods thanks regards planning analyst
32,request questions,friday pm questions hi guys found out lot installed machines issue viewer available seems cannot diagrams unfortunately thought come viewer included seems diagrams client app lot diagrams work document processes procedures architectural setup concern documentation cannot accessed by large number needs available questions licensing limitation installed by default build make least viewer tested sample users question out ems informing where find installation install machines thank leader
